,review,sentiment
2607,Required viewing for anyone who thinks the modern media created the social ills that accost us so frequently today.,positive
2608,Contemplative study of the basis of man and purpose and it explores that theme with consistency and integrity.,positive
2609,"A masterpiece that merges the Bard's bittersweet wisdom with the wit, style, and idealism of '30s Hollywood musicals.",positive
2610,"No, I don't want no Skrull A Skrull is a guy that can't get no love from Kree Hangin' out the earthbound side Of an Accuser's ride Trying to holler at Fury",positive
2611,"With her declarative snap and ability to go for the jugular, Thompson truly seems like a born talk-show host. Even when she's just riffing, she grounds ""Late Night"" in something real.",positive
2612,"The heart of Hogan's film is in the right place, and Collette is masterful as an agent of anarchy.",positive
2613,"An important, heart-soaring record of a group of incredibly brave people doing something almost everyone would tell them is impossible.",positive
2614,"Through the years, [it's] become genre classic of its own.",positive
2615,Aronofsky rewrites the language of film to create a dizzying journey into the abyss. The best film of 2000.,positive
2616,"begins as a fairly intriguing study of alienation, only to end up as a far-fetched ""let's get outta here!"" thriller. ... Ruby proves to be so adept at last-minute disappearances, you'd think her grandfather was Houdini.",negative
2617,"Diner is a funny, affectionate film... If you're over 30, you may be surprised to remember what a drab era it was and hopeful that men will never again be as dense.",positive
2618,The Intern is an insubstantial Nancy Meyers comedy kept afloat by Robert De Niro and Anne Hathaway's screen chemistry.,positive
2619,"Surprising, sweet and charming, David Wain proves himself a comic director par excellence.",positive
2620,Paradise Now stands as evidence of troubled and troubling times.,positive
2621,"In all honesty, what I would have rather watched than this sometimes confusing film was a film strictly about the woman that inspired the Freda character. It seems like it would have been a more inspiring story.",negative
2622,"If you are an extreme sports junkie, Point Break is cocaine. If you are a fan of good writing, it's a placebo.",negative
2623,"Although this stylish and ominously paced vehicle starts with a full itinerary, it never makes a vital connection.",positive
2624,"It may not be the most original comedy ever, but what Role Models lacks in originality of concept, it makes up for in the natural wittiness of its actors.",positive
2625,"The idea of a single-take shot may suggest something static, but Berberich's camera glides through scenes, helping the viewer to not only concentrate on what is being said, but also allowing us time to consider these thoughts at a normal pace.",positive
2626,"A high-end version of one of those direct-to-video kids' movies that play on the Disney Channel all throughout October, all cobwebbed tombstones behind iron cemetery gates and dead leaves crunching underfoot.",positive
2627,"The horror here is derived from an inability to cope, to gain closure, to accept that, despite what mainstream movies tell us, not every loose end in life ties itself up in an immaculate bow.",positive
2628,"This film has plenty of bad attitude for sale, but the black humor only delivers sporadically on the laughs.",negative
2629,"If John Wick is Buster Keaton, [Odenkirk's] Hutch is Harold Lloyd.",positive
2630,What&#8217;s stifling for &#91;its lead&#93; Ana is the mark of a taut drama in which the political becomes personal in unshakeable ways&#46;,positive
2631,"As far as live-action reimaginings of fairy tales are concerned, this is one of the more inventive ones and is unquestionably better than 2011's Red Riding Hood misfire.",positive
2632,"""12 Years a Slave"" works on so many levels -- some topical, some timeless -- that it's almost impossible to count them.",positive
2633,Curious paring of Williams and Altman in a live action adaptation of the famous cartoon. Altman's odd sound techniques are not well suited for the material.,positive
2634,"While this feels like familiar territory for Baumbach, he manages to deliver something that feels at least a little fresh, thanks in part to the capabilities of the extraordinary ensemble.",positive
2635,"The movie has a few perky, funny moments, but Slade is determined to stretch things out until one no longer cares what happens to his star-crossed lovers.",negative
2636,"The complexity might require a second viewing, but there is compensation in the realistic acting by a cast of non-pros and the eye-grabbing, hand-held lensing by Boaz Yehonatan Yacov.",positive
2637,"If this is what Park Chan-wook can bring to the American film world, then hopefully he will stay for a very long time.",positive
2638,"This lavish Spanish production begins to plod after a brisk, lively first half.",negative
2639,"A smart, provocative chiller with a strong perspective.",positive
2640,"he General is the highlight of his career's tragicomic performances, featuring not just the awe-inspiring stunts that were his bread and butter, but also a level of fluidity only he and Chaplin attained at the top of their games.",positive
2641,There&apos;s a better movie to be made that combines the talents of everyone involved but You People isn&apos;t it&#46;,negative
2642,Isn't It Romantic earns its place in the pantheon of romantic comedies. [Full review in Spanish],positive
2643,"It's certainly not for everyone -- basically, the embodiment of ""art house cinema"" -- but those into the dark, the quirky and the risqu should find plenty to appreciate.",positive
2644,"Diesel isn't amusing, so he merely comes off as a showy actor in a bad wig.",negative
2645,"The real Mars may be nothing like it appears in this movie, but it sure does make you want to visit anyway.",positive
2646,One gets the feeling that a lot of the meaning of this film ended up on the cutting room floor.,negative
2647,It successfully takes on the theme from Gaslight.,positive
2648,A strong piece of mass market filmmaking.,positive
2649,"Tonya's hardships were depicted with straightforwardness; however, the film's narrative was not so effective, perennially wobbling between the cheaply dramatic and the absurdly comic.",negative
2650,"Casino Royale is right up there with my favourite films, let alone Bond films. Well paced, well shot, well acted and lots of fun and clever nods to past Bond-isms. Top marks.",positive
2651,"A gripping, provocative documentary.",positive
2652,The zombie film has never been so funny or so cool.,positive
2653,"The theft itself, and the subsequent (overdone) trial scene that functions as its prologue and aftermath, are in many ways secondary to the film’s humane charms. What’s best about The Duke are its witty grace notes.",positive
2654,Forgettable Tom Hanks comedy made early on.,negative
2655,"Even though its a little predictable, this uncomplicated story captures your atention from the beginning. [Full review in Spanish]",positive
2656,"Robert Downey, Jr.'s effortlessly nuanced performance as Tony Stark is a dark delight that combines pop-culture wit and genuine emotional depth.",positive
2657,"F9 is a stupendously stupid movie. Total nonsense. Bombastic and, forgive the pun, ludicrous. But I'd be lying if I didn't say I had a lot of fun watching it. I now support multi-million-dollar goofball productions.",positive
2658,They're not too old for this shit.,positive
2659,"While it may not be exactly the movie that die-hard Paranormal Activity fans may be expecting, the fact that Next of Kin plays around with expectations in such a clever way here works in the film's favor.",positive
2660,"What a better cinematic palette we would have if stars wielded their clout like this more often.""",positive
2661,"Polemical as it is, Death in Sarajevo is a hotel movie, one that fluidly entertains even as it educates.",positive
2662,The film's family entertainment value is of a high standard. I still would have hoped that there could have been something more in here.,negative
2663,A much-needed wake-up call to face the fact that state-sanctioned usury and exorbitant late fees are destroying the prospects of working class citizens of ever achieving anything approaching the American Dream.,positive
2664,"Landais has made a version of ""Aspern"" that is too often uncertain and unconvincing despite the good work of his female stars.",negative
2665,A bona fide Third World thriller that deserves to be seen without all the prejudicial baggage and BS that has swirled around the movie for the last few months.,positive
2666,"2018's Halloween is a great addition to the Halloween franchise, and by cutting off all of the previously existing sequels, it's able to not only make Michael Myers a true creature of terror, but also comments, subtly, on the current true crime culture.",positive
2667,A bold (and lovely) experiment that will almost certainly bore most audiences into their own brightly colored dreams.,negative
2668,The Christina Applegate renaissance is in serious jeopardy.,negative
2669,"The script, co-written by Seidelman, based on her mother Florence's adventures in a butterfly-balloted suburban retirement community, feels like it was written by Neil Simon on a bad comb-over day.",negative
2670,"Even when Yard occasionally becomes too hammy for words, or the ""evil"" performances cross into cartoon, the film remains an overwhelmingly infectious experience.",positive
2671,Parker uses the same overbearing touch in David Gale that he did in Angela's Ashes and Mississippi Burning.,negative
2672,Doesn't amount to much.,negative
2673,Give me a Shaun action-figure tie-in over Minions Tic-Tacs or Icees any day.,positive
2674,A sensitive and cumulatively moving account of private grief in the aftermath of very public atrocity.,positive
2675,"While it lacks Spider-Man's emotional wallop, X2: X-Men United represents the purest translation of comic book action to the big screen.",positive
2676,The screenplay by Robert A Stemmie and Karl Hartl both plays the game...and acknowledges that [Holmes and Watson] are fictional creations.,positive
2677,"It takes a village to burn itself to the ground, and no one is better at contextualizing such huge events, and structuring the information into a clear and transparent narrative, than documentarian Alex Gibney.",positive
2678,"An unusually pitched portrait of a culinary genius from the Gordon Ramsay school of shouty chefs who needs to learn to, like, chill out. But that high energy never fully translates to the screen.",negative
2679,"A feeble call to arms, and inept entertainment to boot.",negative
2680,"It's marked by fine performances from a great cast, but it's hard to escape the fact that The Debt takes itself very, very seriously, to its own detriment.",positive
2681,"From opening to closing credits, there isn't a single genuine moment.",negative
2682,In practice Lee doesn't quite handle this vertiginous tone switch.,negative
2683,The first film in terms of Oscar hopefuls this year that can truly be considered a contender.,positive
2684,"Whether it's a product of the city's laid-back, party-hearty nature or a fault of the filmmaking, Sons makes for a pleasant sit but doesn't really have the substance to deliver the aimed-for tenor of inspirational struggle.",negative
2685,"As the hard-boiled professional fisherman who gives his ample ingenuity to a cause, Mr. Bogart is almost as impressive as he was as Rick, the Casablanca host.",positive
2686,All is covered with Altman's own winning sense of humour and perspective which is what transforms what might otherwise have been a banal biographic doc into something a little more compelling.,positive
2687,"A magnificent reimagining of the classic Christmas tale filled with beauty and magic, but most importantly, it's a tale that gives strength, power and intelligence to the lead character, a girl, Clara.",positive
2688,"Even at 89 minutes, you can feel the oxygen running out of this movie.",negative
2689,"The brilliance with this one is pretty subtle, which ought to make it a film you want to watch over and over again.",positive
2690,The ensuing action-adventure may promise more than it ultimately delivers but remains fun for long periods.,positive
2691,What mitigates this willful narrative vagueness are the performances.,positive
2692,Alex Tse's script adheres to the basic outline of the original while sprinkling in some fresh touches. Director X nimbly moves the various chess pieces of the plot about while showing a distinctive flair for outlandish action sequences.,positive
2693,...this is a superb cast that knows how to put the right spin on clever dialogue - even when they're playing thinly drawn characters in a dated and unnecessary story.,negative
2694,"Brie Larson's directorial debut Unicorn Store is a wonderful debut, a film full of great laughs, terrific performances, clever observations, and a huge, rainbow-coloured heart.",positive
2695,"With family comedies so few and far between, it's a pity this one couldn't have been better.",negative
2696,"""Run Lola Run"" is the music video you've been dreaming for movies to be.",positive
2697,"For every laudable moment in Never Look Away where the filmmaker finds truth in his characters and their reality, there's another that removes us so far from caring for them that it's hard to find our way back.",positive
2698,"Timely, taut, spellbinding and surprisingly heartwarming. It might be the most important documentary about Israeli-Palestinian relations since Promises.",positive
2699,"Shouldn't therapy, at least in art for or about childhood, be fun? The book was entrancing. The book deserved better. Happily there is still time, before the world ends, for someone else to film it. For now: return to Sendak.",negative
2700,"Just like Walt used to make! This might've started as a Fox movie but has come home, as it's classic Disney entertainment at its finest. Harrison Ford also returns to form.",positive
2701,"Combining elements of a D-grade erotic thriller and a deconstructed international thriller, Boarding Gate proves duly snazzy and sleazy - kinda skanky in a highfalutin' way.",negative
2702,A Top Gun for the NASCAR set.,positive
2703,"As in his previous films, McNaughton has an uncanny mastery over reality: this film -- the locations, the people, the emotions -- rings true.",positive
2704,"It crams in all of the best Bugs and Daffy Duck cartoons from the post-war period, plus a dizzying 15-minute compilation of Roadrunner sketches.",positive
2705,"You'll be embarrassed, sad, happy then exhausted.",positive
2706,"Duvall as rough, tough Marine in downer story of family conflict",positive
2707,"Novelist Jack Finney's body snatchers have appeared in some fine movies, but the only disturbing-looking thing here is what they've done to Nicole Kidman's lips.",negative
2708,"Lying brushes more big ideas than commonplace comedies, but hasn't taken those ideas through enough drafts to work out their implications or -- harder still -- make them killingly funny.",negative
2709,A meaningful engagement with elder care&#44; dementia and mortality&#44; born of the director&#8217;s own experiences with his mother and his near-fatal brain haemorrhage&#46;,positive
2710,It's pretty special stuff as offered up by Donoghue and director Lenny Abrahamson.,positive
2711,A creepy little thriller that holds your interest. Plus it features 60's star Rita Tushingham in a lead role.,positive
2712,"These days, people are more interested in Kurosawa than he is in being Kurosawa.",negative
2713,Maria Demopoulos and Jodi Wille's disturbing film is an object lesson in psychological manipulation.,positive
2714,"On the surface, nearly none of it is clever, which is quite disappointing in a movie about espionage and duplicity and triple-crosses.",negative
2715,"Despite being formally unusual, it's always emotionally accessible if not emotionally overwhelming.",positive
2716,[Woodley] spends much of the second [film] captured by the society's merciless overlord (Kate Winslet) and locked into a psychoactive contraption that subjects her to various traumatic hallucinations. Any movie critic can relate to that.,negative
2717,"If I want to spend 90 minutes with better lighting on the ninja's body than the fighting, give me Lucinda Dickey in Ninja III: The Domination any day of the week.",negative
2718,It works as a funny and slicker-than-expected parody of the genre.,positive
2719,"Malloy's film works for hardcore fans, but also should function as a taster for novices; there's enough tantalising clips and stories to spark interest in the toughest genre of films ever made.",positive
2720,This whimsical French comedy about the ramifications of clandestine good deeds and the courage to follow one's own heart is also a celebration of the boundless potential of cinema itself.,positive
2721,"In a way, this failure is a product of its success: so adept is Blamire's backhanded homage that it results in a film every bit as gruelling as its antecedents.",negative
2722,"It's not mankind that's been shrunk, it's Payne's conception.",negative
2723,Someone should've told the filmmakers of Love Type D that it's neither funny nor cute to do a romantic comedy about a woman who spends most of the movie stalking an ex-boyfriend who dumped her. It's pathetic ... [And it's] an appalling mess of a movie.,negative
2724,"From its slow-burning beginning, The Guardians develops into an epic melodrama. It's a wartime story in which, for a change, the men are relegated to supporting roles.",positive
2725,Martel achieves a distinctive marriage of realism and spirituality.,positive
2726,Gloria Swanson deserves to be called iconic in Billy Wilder's priceless 1950 classic.,positive
2727,"The sights are ga-ga, but the storytelling gets fairly turgid.",negative
2728,...tells a moving tale of a man's love for his sons and the lengths he is willing to go to return his boys home.,positive
2729,A coy and hollow parody.,negative
2730,"The first twenty minutes are great with Wahlberg stealing the show as a wannabe inventor but when the Transformers arrive onscreen, it all goes downhill.",negative
2731,"An achievement of accomplished filmmaking and superb acting, L.I.E. puts you in the tough spot of unraveling how you feel about what you've viewed.",positive
2732,"Perhaps the most charitable way to look at Split is that is a cry for help by its director. ""Stop me before I film again,"" he seems to be saying.",negative
2733,"Pleasingly adult material powered by elegant, muscular performances. A strong adaptation of a slippery novel.",positive
2734,Upbeat celebration of outstanding kids who spell to win.,positive
2735,"This is a sprawling complex mystery that, while it's sometimes too tangled for its own good, has an absorbing central story.",positive
2736,"If you want a reminder that misogyny is alive and well, this is the documentary for you. It actually ends on a bright note, but the road there is brutal",positive
2737,"Two of Us delivers a rare and restrained portrait of enduring love, especially between women of a certain age, right up to its devastatingly moving final frame.",positive
2738,"Gemma Arterton grabs hold in this at times uneven but satisfying, escapist story about an author living in the British countryside during WWII--really about nostalgia and (importantly) hope for a better time",positive
2739,"Whatever you may think about Gibson the man, Apocalypto shows he's determined to lay all his art and sweat and blood up there on the screen.",positive
2740,"It's probably too much to ask James to channel Robert Mitchum in ""Cape Fear,"" but a little gleam in the eyes or a baring of fangs would have been welcome.",negative
2741,It felt a little cold to me...and that's what keeps this movie from being great.,positive
2742,An exploration of the dynamics of sadness and the liberating qualities of love.,positive
2743,An earnest (yet flawed) drama that's absolutely worth celebrating for representation's sake - and worth a watch.,positive
2744,"Rather than spend undue attention on these elements, Pellington works his magic by tapping into the talents of his leads. Both MacLaine and Seyfried use their eyes and the act of watching to reveal who these women truly are.",positive
2745,"A must-see for Weird Al fans who haven’t been treated to significant Weird Al-style comedy in a movie since 1989’s UHF. Fans of absurdity and parodies also might enjoy it, but the 2010 Funny or Die short serves up a lot of the same comedic beats.",positive
2746,[Liman] reminds you that he was put on this earth to make popcorn thrillers. The ingenuity he brings to this disposable project is a sign of why Hollywood blockbusters continue to rule the globe.,positive
2747,"Much better than the first, abysmal, sequel.",positive
2748,A riveting coming of age story that should have universal applicability.,positive
2749,"Unlike last year's silly 'Wonder Woman,' while both are impossible fantasies that defy credibility, this one is peripatetic entertainment that doesn't distort history or use real people's names...'Raiders of the Lost Ark' on steroids.",positive
2750,"There are flourishes of brilliance, particularly in score, costumes and set design. However, this brilliance is often buried beneath messy, disjointed action sequences and a story that fails to make any sense at all.",positive
2751,"The only attractive feature is an occasional shot of Louis in the ring, showing him fighting; but even these scenes have been handled poorly.",negative
2752,"There is cuteness and chuckle-worthy visual and verbal jokes, but the film-maker weaves in that element that eludes others: heartfelt emotion.",positive
2753,... a muddled and relentlessly downbeat examination of marriage and mortality that's more pretentious than profound.,negative
2754,"The movie makes sure to never forget that these are all people, stupid, flawed people; the banality of evil is so prevalent here that you'll occasionally laugh just to keep from cry.",positive
2755,Sometimes it's so goofy you want to slap it for foisting so many dud slapstick gags. And sometimes it's so intentionally goofy you have to laugh.,negative
2756,"Their chemistry is the best [part] of this film that is more foolish than the previous, less credible and less funny. [Full review in Spanish]",positive
2757,"It's to first-time filmmaker John Dullaghan's credit that he offers a portrait of the Southern California poet and novelist that digs beyond Bukowski's hard-drinking, hard-loving persona.",positive
2758,"Woody Allen's Take the Money and Run has some very funny moments, and you'll laugh a lot, but in the last analysis it isn't a very funny movie.",negative
2759,What a disappointment.,negative
2760,"Finding the right balance among tones and subtexts can be tricky. In this case, despite some flourishes, the film lacks a deeper resonance.",negative
2761,"[The Rock bought] the rights to her tale after seeing a doco about her wrestling family, produced this biopic, and then cast himself as her jacked Jiminy Cricket. It's a fiction, and also one of the best f***ing ideas I've ever heard.",positive
2762,A fair and balanced expos&#233; as well as a powerful wake-up call for a systemically broken system that&apos;s in desperate need of significant repair&#46;,positive
2763,"Maybe they shouldn't have done it as a musical, but other than that I think it is a fabulous film. ",positive
2764,Oscar Isaac upstages impressive visual effects and set design,positive
2765,"With impressive agility, ""Wadjda"" finds room to maneuver between harsh realism and a more hopeful kind of storytelling.",positive
2766,"I Love You, Stupid is fine and nothing more, but maybe something slightly less.",negative
2767,Those with warm memories of the BBC television serial in the 1980s will find much in this Brideshead to enjoy.,positive
2768,"This is one well-made thriller, and for a director who wants to work in that genre, this is as strong a first feature as any filmmaker could hope for.",positive
2769,"Despite its obvious currency, it's more yesterday than tomorrow.",negative
2770,This edition -- clean and tight as Scott would have it -- presents a strong case for Alien as both the greatest horror film and the greatest science-fiction film ever made.,positive
2771,"Not perfect, by any means, but a top night out",positive
2772,"Fearless as a fatwa and subtle as a Second Coming, Religulous is a revelation.",positive
2773,"A top-to-bottom miracle of a film, burly in its philosophy and graceful in its style.",positive
2774,"""The Kingmaker"" chills the soul by presenting shantytown residents and school kids who extol the Marcos regime and even endorse its eight-year period of martial law.",positive
2775,"DIG! is part post-grunge version of A Star is Born, part Cain and Abel fable of split fraternal affinities, and part reiteration of the oldest story in rock music: the impossibility of reconciling success with integrity.",positive
2776,"Bathed in an atmosphere of nightmare, dread and otherworldliness that is unlike anything else in American horror cinema.",positive
2777,"The incessant talk that continues from start to finish might just be the movie's strongpoint -- and given how clumsy and contrived it is, that's saying something.",negative
2778,"An old-fashioned, hand-tinted postcard that's as inert as it is pretty.",negative
2779,After Earth is an underwhelming exercise in science fiction that barely registers as entertainment.,negative
2780,"It's too bad-in the right, Herzogian hands, this could have been one of the great Man vs. Nature epics in cinema. Instead it's a boring, lame Moby Dick spin-off.",negative
2781,It's Kate Beckinsale who is fantastic and she is able to hold the strong premise long enough to keep my interest in a politically-charged thriller.,positive
2782,"Too slow, both leads seem self-conscious.",negative
2783,"In true Hitchcockian fashion, Everybody Knows is an absorbing film filled with twists and turns and the mesmerizing ambiguity of ""who dunnit"".",positive
2784,"A rare bird, not because of what it's like but because it makes you ask: why was it made? [Full review in Spanish]",negative
2785,"As both war epic and historical character piece, it feels weirdly insubstantial.",negative
2786,"The film's tonal and situational shapeshifting doesn't go to the surrealist lengths of Luis Buñuel's The Discreet Charm of the Bourgeoisie, but James Vaughan similarly indulges in burlesquing upper-middle-class complacency.",positive
2787,"one of the sloppiest pieces of hackwork to be put out by a major studio recently. In fact, this flaccid comedy's only laughs come from its sheer ineptitude.",negative
2788,...levitates above its limitations thanks to its three leads.,positive
2789,"Frenetic to a fault, bordering on sensory overload, this is a van ride to be remembered.",positive
2790,"With the studio seemingly more interested in mini-Marvel-esque universe building than basic storytelling, I'll be bracing myself for another underwhelming, rather than amazing, Spider-Man.",negative
2791,"In Theo Anthony's excellent new documentary Rat Film, these parasitic little critters seem to be scuttling about wherever the camera happens to look.",positive
2792,The Final Girls offers a lovely twist on the horror genre and some good laughs for movie fans of every stripe. Nice to see the more ludicrous elements of retro slasher fare get the mockery they deserve.,positive
2793,"While the first ninety minutes or so are sporadically amusing, if hardly classic, the sag of the last thirty leaves one anxious for it all to end.",negative
2794,"The performances are great, it looks great, the clothes are great. Sometimes that's enough for me.",positive
2795,"A delight for very young children and any parent who'll get the Attorney General joke of ""Geneva Convention? I don't care if it's a Star Trek convention!""",positive
2796,"Brandon Cronenberg's slick, strenuously naughty Infinity Pool, letting the characters descend into a moral freefall without any real downside gets tiresome fast.",positive
2797,It&#8217;s tame&#44; like really tame&#44; with a distinct 80s screwball comedy feel&#46; The comedy is cringe-worthy but wholesome&#44; and we laugh with the foibles&#44; not at them&#46;,positive
2798,A convoluted mess that will likely appeal to neither the young nor the old.,negative
2799,"Hepburn's sparkle and charm prove as irresistible as ever, but it feels like there's so much more to say.",positive
2800,Dark Glasses may be an overfamiliar and unambitious victory lap for Dario Argento&#44; but it&#8217;s still a gas to see the 81-year-old auteur back in the filmmaking saddle&#46;,negative
2801,"Green, along with writer Scott Teems (That Evening Sun) do a wonderful job of mixing the past with the present to remind movie goers of where the franchise started and how far it has come.",positive
2802,The Signal is clever in its execution of recycled concepts.,positive
2803,Quality escapism and a nice rebound for Emmerich after a pair of career lows.,positive
2804,The transition from imagined drama to reality grows tedious.,negative
2805,"With its astute capsule biography of DeMille and firsthand accounts from people who worked with him, the film pays tribute to one of Hollywood's most innovative and commercially successful founding fathers.",positive
2806,Payne's film alone would be worth the price of admission.,positive
2807,"Slow and uneventful, like a cross-country Greyhound bus trip that never stops.",negative
2808,"Greed isn't merely good here, it's God; and He's about to smite His acolytes with blazing Old Testament relish.",positive
2809,"While it's pretty effervescent for the first hour, things really take a dire turn toward the end. The whole thing nearly becomes undone at that point.",negative
2810,"It's not a perfect film - the ending couldn't possibly live up to the build-up, for instance - but it is just a tremendous amount of fun.",positive
2811,"A handsomely shot, well-appointed film that, while lacking nuance, is still one of the most imaginative and stylish incarnations of the Holmes legend we've seen in some time.",positive
2812,The state of the Muppet union remains strong...self-reference sits comfortably along hip pop-cultural references for the 'rents: stylish parodies and retro musical numbers along with vintage Muppet gags...,positive
2813,It's too bad that a movie so lovingly steeped in music hasn't more rhythm and flow.,negative
2814,A stony-faced Tara Sutaria comes off as too self-conscious in her attempt to play Mia. It is Ananya Pandey who stands out among what is otherwise a mediocre cast.,negative
2815,A tender and thoughtful comedy that proves that showcases the ones who dream and the huge determination of the human spirit.,positive
2816,Stallone delivers a touching and wonderfully understated performance.,positive
2817,"A well-intentioned but stodgy cinematic fleshing out of an obscure footnote in aviation history, Hawaizaada takes eons to climb to cruising altitude.",negative
2818,"I'm laughing but I don't really care about anybody in this movie... Even with something like Sausage Party, as nasty as those sausages were... their story was their priority.",negative
2819,The quintessential '80s artifact -- though in this case I mean that in the best way possible. It arrived at a time when earnestness hadn't yet been overwhelmed by cynicism.,positive
2820,"If ""Silent Night"" ultimately aces its peculiar tone, it struggles with having anything to say.",positive
2821,"In addition to being dull, Untraceable is a monster hypocrite, wagging its finger at the mass audience's appetite for strictly regimented, 'creative' torture scenarios. This film is not really in a position to point a finger.",negative
2822,"It's based on a true story, which is a very inspiring story, sure ... but as a drama, it just isn't interesting.",negative
2823,"Mesmerizing, everything on the screen helping us follow her routine with a domestic rigor that replaces dramatic structure.",positive
2824,"As hokey and tone-deaf as it is implausible, this sloppy romance drama makes for one long, hard slog.",negative
2825,"The Edgertons are a clever pair, all right, even if The Square seems repetitive and sometimes a bit hackneyed.",negative
2826,Mank is well worth watching and is sure to be in the conversation for year-end awards.,positive
2827,Intriguing experimental feature takes playful aim at the North Korean propaganda machine.,positive
2828,"[Populaire] does run through the expected paces with admirable style, with a glossy, Technicolor production design that sometimes makes it seem it might have been made in the '50s, not just set there.",positive
2829,"The film is a vital, evocative reminder of a turbulent time that paved the way for hard-fought freedoms. For that alone, it's of value for younger audiences, gay or straight.",positive
2830,"Amistad is neither as good as it ought to have been nor as wretched as its detractors claim: it's a fine, skillful drama that suffers primarily from Spielberg's chronic insecurity about whether or not we're being moved by the story he's telling.",positive
2831,"The show's brilliant conceit seems mild. In its own way, this is just another teen movie.",negative
2832,"A great big lumpen mass of a movie that won a couple of Oscars (including one for Best Picture) and is studded with stars, but ultimately collapses under the weight of the clichés it carries round with it.",negative
2833,It's a measure of the movie's success that one oscillates between two despairs -- noting the abject failure of the system and the utter futility of revolt.,positive
2834,"The film is gritty and tense, and explodes with ferocity.",positive
2835,"Epic it indeed is, full of magnificent set pieces - sprawling space battles and incandescent lightsaber duels - gripping performances and a number of truly stunning surprises.",positive
2836,The Heat may not set the box-office ablaze it should be packing more than enough heat to justify that rumored sequel.,positive
2837,One of the very best children's movies of the past quarter-century.,positive
2838,"A disarmingly-endearing homage to the Silent Film era! If you're familiar with the surreal cinematic stylings of Dominique Abel and Fiona Gordon, then you have an idea of what sort of treat's in store.",positive
2839,"All of the kids in ""I Wish"" come across as real and believable, a tribute to Koreeda's directing skills working with children.",positive
2840,"You can laugh at American Violet, but most defendants are scared into pleading guilty and need all the poster girls they can get.",positive
2841,"Gentlemen Prefer Blondes, whatever its defects, is the perfect representatives of Lorelei Lee, and... Dorothy.  ",positive
2842,"Em alguns momentos, não sabemos direito se devemos rir ou chorar depois de ouvirmos certos diálogos, mas esse é o charme do filme.",positive
2843,A glibly sour and sentimental thriller.,negative
2844,"Anchored by a dazzling turn by Samara Weaving, Ready Or Not brilliantly fuses thrills, satire, laughs and horror. Don't count to 100 - just go and see.",positive
2845,A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up's I'm the One That I Want.,positive
2846,The Outpost reveals a career-changing performance from Caleb Landry Jones despite little cinematic creativity that starts to resemble a video game.,negative
2847,"While it's regrettable that Nerve's last act doesn't live up to the lead-in, it still delivers an entertaining and provocative hour and thirty-six minutes.",positive
2848,"An entertaining nonsense film from AIP directed by the master of making the meaningless film, Edward L. Cahn.",negative
2849,"Now, this is a poorly made film, but can a good film be made according to this moral framework?",negative
2850,"On a deeper level, ""Shoot Me"" is an unflinchingly honest examination of a woman who is aware that the end is approaching.",positive
2851,"These are icons, not accessories in some Hot Topic cover version of ""Teenage Lobotomy.""",negative
2852,"Jon M. Chu deserves an award for making a two-hour movie about magic interesting, exciting, and pretty damn fun.",positive
2853,"As good as much of the music is, the film still feels like a studio concoction...But, to paraphrase words of wisdom from a previous generation of young dancers from Dick Clark's American Bandstand, it's got a good beat and it's easy to dance to.",positive
2854,"Like its title heroine, it's sparkly, pretty and flirty -- but often all wet.",negative
2855,This existential tale about an afterworld exclusively for suicide victims and a handful of newcomers attempting to navigate the landscape pulsates originality through its uncanny way of incorporating the familiar into the offbeat.,positive
2856,"Hootnick's approach is far from perfect (formally or politically), but at least it is engaging and worth debating.",positive
2857,Gus Van Sant has made his Malcolm X.,positive
2858,"Damn, this is Wayne's movie.",positive
2859,"Not even the reassuring familiarity of the Waters stock company (including Mink Stole, Ricki Lake and, pointedly in this case, Patty Hearst) is enough to fully redeem this effort.",negative
2860,"Initially gripping, eventually cloying POW drama.",negative
2861,"Craig Robert's film debut takes on the diferent tropes of the teen comedy genre but infuses them with dark and acid humor, making it a much more enjoyable experience. [Full review in Spanish]",positive
2862,"Gordon-Levitt's uptight everyman hero fully earns our sympathy and Kendrick is superb as the rookie therapist, but the film suffers from an overly strong dose of Rogen's crudity and mawkishness, which must surely be reaching its use-by date soon.",positive
2863,"With a riveting performance, Cate Blanchett creates one of Woody Allen's most memorable movie characters in years.",positive
2864,A picture like The Blair Witch Project just takes your breath away.,positive
2865,"Shackled by sports-movie clichés, a reductive view of how creativity works, and, most importantly, Natalie Portman's limitations as an actress.",negative
2866,"The most devilish behavior in Emily Rose comes from bait-and-switch marketers who are selling it as if it were an Exorcist-style movie, when it's really a melodrama.",positive
2867,"The character is as eccentric as he is lovable and could only have arisen from the imagination of Chema García Ibarra, [Full review in Spanish]",positive
2868,"In lesser hands, Tokyo Drift could've been the series' early death knell, but Justin Lin's confident, propulsive direction makes it a fun, and ultimately necessary, adjunct.",positive
2869,"Battle of the Sexes is not deep enough to speak truth to the enduring powerful impact this match had then and continues to have, now that sports again is a battleground in our never-ending cultural wars.",positive
2870,Edward Burns is fast turning from American indie success story to bad Woody Allen imitation with his tired tales of Manhattan.,negative
2871,Equal parts gossipy tell-all and poignant portrait of a man whose life is revealed to be rather more complicated than the sunny sex romp Bowers describes.,positive
